customerID,Churn_Probability,Churn_Risk_Segment,Actual_Churn,tenure,MonthlyCharges,service_count,Contract,PaymentMethod
CUST06566,0.28646178831087027,Low Risk,1,12,94.24,3,Two year,Bank transfer (automatic)
CUST01813,0.28644909263771196,Low Risk,0,42,94.24,4,Two year,Bank transfer (automatic)
CUST04363,0.28640503652175786,Low Risk,1,72,94.24,2,One year,Credit card (automatic)
CUST02534,0.2863856466610407,Low Risk,1,66,94.24,2,One year,Electronic check
CUST00950,0.2863616644187236,Low Risk,0,20,94.24,4,One year,Bank transfer (automatic)
CUST03621,0.286348039980813,Low Risk,0,64,94.24,3,One year,Bank transfer (automatic)
CUST03503,0.28633078489499214,Low Risk,0,66,94.24,3,One year,Mailed check
CUST04259,0.2862232580281183,Low Risk,0,2,94.24,2,Month-to-month,Bank transfer (automatic)
CUST04195,0.2862038748043846,Low Risk,0,71,94.24,3,Two year,Bank transfer (automatic)
CUST03413,0.2861733825589247,Low Risk,1,62,94.24,1,Two year,Credit card (automatic)
CUST06975,0.28616678577257515,Low Risk,0,18,94.24,1,One year,Bank transfer (automatic)
CUST06031,0.28615466731624356,Low Risk,0,11,94.24,4,One year,Bank transfer (automatic)
CUST00448,0.28615107785908667,Low Risk,0,65,94.24,3,One year,Mailed check
CUST01508,0.2861490338968079,Low Risk,1,71,94.24,4,Two year,Bank transfer (automatic)
CUST00064,0.28612710738384056,Low Risk,1,19,94.24,5,One year,Credit card (automatic)
CUST04848,0.28610427368502017,Low Risk,0,38,94.24,1,Two year,Credit card (automatic)
CUST05752,0.28606371404228537,Low Risk,0,62,94.24,3,One year,Bank transfer (automatic)
CUST06341,0.28606314888860107,Low Risk,0,39,94.24,4,One year,Credit card (automatic)
CUST02787,0.28604944421427714,Low Risk,0,38,94.24,2,One year,Credit card (automatic)
CUST04081,0.286002294716641,Low Risk,0,18,94.24,4,Two year,Bank transfer (automatic)
CUST03746,0.2859489207777169,Low Risk,1,70,94.24,5,Two year,Bank transfer (automatic)
CUST06371,0.2859474769612892,Low Risk,0,18,94.24,5,One year,Credit card (automatic)
CUST01743,0.28592282115588014,Low Risk,0,7,94.24,2,Two year,Mailed check
CUST04613,0.2858263904028471,Low Risk,0,12,94.24,3,Two year,Credit card (automatic)
CUST04044,0.28582585434590485,Low Risk,0,68,94.24,2,One year,Bank transfer (automatic)
CUST03065,0.28579186659779854,Low Risk,0,63,94.24,3,One year,Mailed check
CUST04144,0.2857844750800884,Low Risk,0,60,94.24,3,One year,Bank transfer (automatic)
CUST03952,0.28576791416730185,Low Risk,0,17,94.24,5,Two year,Credit card (automatic)
CUST04913,0.285756486864786,Low Risk,0,59,94.24,1,Two year,Credit card (automatic)
CUST01291,0.2857296823666548,Low Risk,0,60,94.24,4,One year,Credit card (automatic)
CUST04637,0.28571680163696905,Low Risk,0,12,94.24,5,Two year,Credit card (automatic)
CUST00653,0.2857023298266143,Low Risk,0,36,94.24,4,Two year,Credit card (automatic)
CUST05856,0.28567133758613855,Low Risk,0,5,94.24,2,Month-to-month,Credit card (automatic)
CUST03313,0.2856671416484765,Low Risk,0,62,94.24,2,Two year,Mailed check
CUST01240,0.2856671416484765,Low Risk,0,62,94.24,2,Two year,Mailed check
CUST05354,0.2856434786857015,Low Risk,0,35,94.24,3,One year,Credit card (automatic)
CUST01647,0.2856203557422349,Low Risk,0,58,94.24,1,Two year,Bank transfer (automatic)
CUST05350,0.2856046132565051,Low Risk,0,43,94.24,4,Two year,Credit card (automatic)
CUST04859,0.28553787468809166,Low Risk,1,42,94.24,3,Two year,Bank transfer (automatic)
CUST05775,0.285503370572457,Low Risk,0,14,94.24,0,One year,Bank transfer (automatic)
CUST00137,0.2854332401629736,Low Risk,0,66,94.24,4,Two year,Bank transfer (automatic)
CUST04827,0.28543292595899106,Low Risk,1,61,94.24,3,One year,Mailed check
CUST01540,0.28541290248810997,Low Risk,0,40,94.24,1,One year,Credit card (automatic)
CUST03571,0.28540752141473175,Low Risk,0,56,94.24,0,One year,Credit card (automatic)
CUST01642,0.2854030055062835,Low Risk,0,65,94.24,2,Two year,Credit card (automatic)
CUST04926,0.28538139634439047,Low Risk,1,32,94.24,2,One year,Bank transfer (automatic)
CUST01502,0.2853581525517864,Low Risk,0,40,94.24,2,One year,Bank transfer (automatic)
CUST01736,0.28535525829592995,Low Risk,0,14,94.24,1,One year,Credit card (automatic)
CUST01918,0.2853527720984461,Low Risk,1,56,94.24,1,Two year,Credit card (automatic)
CUST06991,0.28534654966877904,Low Risk,0,58,94.24,6,One year,Bank transfer (automatic)
CUST04530,0.2853391084222094,Low Risk,1,14,94.24,3,Two year,Bank transfer (automatic)
CUST06768,0.28533409801989645,Low Risk,1,3,94.24,1,Month-to-month,Bank transfer (automatic)
CUST04549,0.2852843669902126,Low Risk,0,14,94.24,4,Two year,Credit card (automatic)
CUST06265,0.2852457780193357,Low Risk,1,14,94.24,3,One year,Credit card (automatic)
CUST02159,0.2852324466022229,Low Risk,0,14,94.24,3,One year,Bank transfer (automatic)
CUST04199,0.28522462262154624,Low Risk,1,3,94.24,3,Month-to-month,Credit card (automatic)
CUST06723,0.2851910473472988,Low Risk,0,14,94.24,4,Two year,Credit card (automatic)
CUST05693,0.2851836969030967,Low Risk,0,59,94.24,1,One year,Mailed check
CUST06180,0.2851777174675322,Low Risk,1,14,94.24,4,Two year,Credit card (automatic)
CUST01234,0.2851667520419887,Low Risk,0,55,94.24,2,Two year,Credit card (automatic)
CUST01105,0.2851546582686162,Low Risk,0,15,94.24,2,One year,Credit card (automatic)
CUST00159,0.2851289733909133,Low Risk,1,59,94.24,2,Two year,Mailed check
CUST00543,0.2851289733909133,Low Risk,0,59,94.24,2,Two year,Mailed check
CUST05598,0.28508992860151267,Low Risk,0,12,94.24,1,Two year,Credit card (automatic)
CUST00437,0.2850503399006226,Low Risk,0,13,94.24,5,One year,Bank transfer (automatic)
CUST03631,0.2849643403049129,Low Risk,0,53,94.24,1,One year,Bank transfer (automatic)
CUST05849,0.2849497194712853,Low Risk,1,58,94.24,2,Two year,Mailed check
CUST03095,0.2849297940526968,Low Risk,0,36,94.24,2,Two year,Credit card (automatic)
CUST02760,0.2849096421078324,Low Risk,1,53,94.24,2,One year,Bank transfer (automatic)
CUST00553,0.2848950229624573,Low Risk,0,58,94.24,3,One year,Mailed check
CUST03723,0.28488595568320185,Low Risk,0,15,94.24,5,Two year,Credit card (automatic)
CUST04500,0.28485599744393536,Low Risk,1,11,94.24,2,One year,Bank transfer (automatic)
CUST04784,0.2848024748415901,Low Risk,0,61,94.24,3,One year,Credit card (automatic)
CUST05037,0.2848013117598182,Low Risk,0,11,94.24,3,One year,Credit card (automatic)
CUST02267,0.28478619571651553,Low Risk,0,10,94.24,0,Two year,Bank transfer (automatic)
CUST01871,0.2847840076276849,Low Risk,0,52,94.24,2,One year,Credit card (automatic)
CUST05153,0.2847293302614528,Low Risk,0,52,94.24,3,One year,Bank transfer (automatic)
CUST04812,0.2847293302614528,Low Risk,0,52,94.24,3,Two year,Credit card (automatic)
CUST02107,0.2847079959347972,Low Risk,0,33,94.24,1,Two year,Credit card (automatic)
CUST06978,0.28468173585700207,Low Risk,0,15,94.24,3,One year,Credit card (automatic)
CUST00209,0.2846769028600852,Low Risk,0,15,94.24,5,Two year,Bank transfer (automatic)
CUST00657,0.28467684679771954,Low Risk,0,10,94.24,2,Two year,Credit card (automatic)
CUST02160,0.284669634557217,Low Risk,0,60,94.24,3,One year,Credit card (automatic)
CUST03902,0.284669634557217,Low Risk,0,60,94.24,3,Two year,Bank transfer (automatic)
CUST04837,0.2846604651636411,Low Risk,1,51,94.24,2,One year,Bank transfer (automatic)
CUST05965,0.2846337332252231,Low Risk,0,22,94.24,4,One year,Credit card (automatic)
CUST05858,0.284627070312292,Low Risk,0,15,94.24,4,One year,Credit card (automatic)
CUST01355,0.2845717486804794,Low Risk,1,32,94.24,2,One year,Credit card (automatic)
CUST00905,0.28456615507914995,Low Risk,0,16,94.24,0,Two year,Bank transfer (automatic)
CUST01545,0.2845509275717013,Low Risk,0,31,94.24,1,One year,Credit card (automatic)
CUST02075,0.2844634112966464,Low Risk,1,58,94.24,2,One year,Bank transfer (automatic)
CUST06804,0.2844582248102215,Low Risk,0,10,94.24,6,Two year,Credit card (automatic)
CUST06587,0.28440877100670636,Low Risk,0,58,94.24,3,Two year,Bank transfer (automatic)
CUST03649,0.28440877100670636,Low Risk,0,58,94.24,3,Two year,Credit card (automatic)
CUST05088,0.28439016466335343,Low Risk,0,57,94.24,1,One year,Bank transfer (automatic)
CUST06057,0.284373378948656,Low Risk,0,8,94.24,1,One year,Bank transfer (automatic)
CUST06419,0.2843728326056085,Low Risk,0,56,94.24,6,One year,Mailed check
CUST05863,0.28436550844519454,Low Risk,0,49,94.24,3,Two year,Bank transfer (automatic)
CUST03674,0.2843577302621653,Low Risk,1,55,94.24,3,One year,Electronic check
CUST04975,0.28433553285197577,Low Risk,0,57,94.24,2,Two year,Bank transfer (automatic)
CUST06194,0.28432664075100283,Low Risk,0,16,94.24,1,Two year,Credit card (automatic)
CUST02461,0.28430310220610683,Low Risk,0,55,94.24,4,Two year,Electronic check
CUST05148,0.28428938789870156,Low Risk,1,19,94.24,4,Two year,Credit card (automatic)
CUST04939,0.28427710984267923,Low Risk,0,22,94.24,1,One year,Credit card (automatic)
CUST05545,0.2842581553324964,Low Risk,0,28,94.24,3,Two year,Credit card (automatic)
CUST05923,0.2842490116329937,Low Risk,0,48,94.24,3,Two year,Bank transfer (automatic)
CUST02884,0.284233382113866,Low Risk,0,54,94.24,2,Two year,Mailed check
CUST03237,0.28421739816587177,Low Risk,1,16,94.24,3,One year,Credit card (automatic)
CUST06423,0.28421739816587177,Low Risk,0,16,94.24,3,One year,Bank transfer (automatic)
CUST00317,0.2842049788656334,Low Risk,1,21,94.24,3,One year,Bank transfer (automatic)
CUST06956,0.2841562854900539,Low Risk,0,25,94.24,3,One year,Bank transfer (automatic)
CUST04037,0.2841548974361042,Low Risk,0,8,94.24,5,Two year,Bank transfer (automatic)
CUST04716,0.2841548715956983,Low Risk,0,56,94.24,3,Two year,Bank transfer (automatic)
CUST05147,0.2841548715956983,Low Risk,0,56,94.24,3,Two year,Bank transfer (automatic)
CUST04156,0.2841503685030264,Low Risk,0,21,94.24,4,Two year,Bank transfer (automatic)
CUST02767,0.28414878231000884,Low Risk,0,23,94.24,3,Two year,Bank transfer (automatic)
CUST00995,0.28413559446035686,Low Risk,1,17,94.24,2,One year,Bank transfer (automatic)
CUST02418,0.2841241611349623,Low Risk,0,54,94.24,4,One year,Mailed check
CUST05845,0.2840544675082994,Low Risk,0,53,94.24,2,One year,Mailed check
CUST00103,0.2840240756324086,Low Risk,0,46,94.24,3,Two year,Credit card (automatic)
CUST02533,0.28401551140069736,Low Risk,1,6,94.24,1,One year,Credit card (automatic)
CUST03874,0.28401551140069736,Low Risk,0,6,94.24,1,Two year,Bank transfer (automatic)
CUST01673,0.283999874591928,Low Risk,1,53,94.24,3,One year,Mailed check
CUST03039,0.2839761681397589,Low Risk,0,55,94.24,4,Two year,Bank transfer (automatic)
CUST01453,0.28397056233872103,Low Risk,0,45,94.24,2,Two year,Bank transfer (automatic)
CUST05613,0.28397056233872103,Low Risk,1,45,94.24,2,One year,Bank transfer (automatic)
CUST01213,0.2839613649811898,Low Risk,0,6,94.24,1,Two year,Electronic check
CUST01762,0.2839609230018297,Low Risk,1,6,94.24,2,One year,Credit card (automatic)
CUST06747,0.2839301993602906,Low Risk,0,52,94.24,1,One year,Mailed check
CUST04173,0.2838671562177181,Low Risk,0,18,94.24,2,One year,Credit card (automatic)
CUST06336,0.2838614023003197,Low Risk,0,45,94.24,4,Two year,Bank transfer (automatic)
CUST04312,0.2837887127767267,Low Risk,0,53,94.24,3,Two year,Bank transfer (automatic)
CUST05292,0.28375648629463845,Low Risk,0,44,94.24,4,Two year,Bank transfer (automatic)
CUST06321,0.28371577641425116,Low Risk,0,17,94.24,5,Two year,Credit card (automatic)
CUST06356,0.2836579156978291,Low Risk,0,4,94.24,1,One year,Credit card (automatic)
CUST06800,0.28365495038127586,Low Risk,0,43,94.24,4,One year,Credit card (automatic)
CUST02798,0.28364229077743125,Low Risk,0,51,94.24,3,One year,Electronic check
CUST06141,0.28364229077743125,Low Risk,0,51,94.24,3,One year,Mailed check
CUST04056,0.2835556777903372,Low Risk,0,51,94.24,3,Two year,Bank transfer (automatic)
CUST06278,0.2835488282499445,Low Risk,0,4,94.24,3,Two year,Credit card (automatic)
CUST01771,0.2835488282499445,Low Risk,1,4,94.24,3,Two year,Bank transfer (automatic)
CUST00178,0.2835473406690755,Low Risk,0,18,94.24,2,Two year,Credit card (automatic)
CUST00861,0.28351749945319166,Low Risk,0,41,94.24,3,Two year,Bank transfer (automatic)
CUST06501,0.28351749945319166,Low Risk,1,41,94.24,3,Two year,Bank transfer (automatic)
CUST01493,0.28335455861321246,Low Risk,0,50,94.24,5,Two year,Electronic check
CUST02919,0.28335455861321246,Low Risk,1,50,94.24,5,One year,Mailed check
CUST03198,0.28334210653052805,Low Risk,0,39,94.24,3,One year,Credit card (automatic)
CUST01207,0.28333382427719384,Low Risk,0,50,94.24,5,One year,Bank transfer (automatic)
CUST01113,0.28333270600242383,Low Risk,0,49,94.24,3,One year,Bank transfer (automatic)
CUST03419,0.2832875963511021,Low Risk,0,39,94.24,4,Two year,Credit card (automatic)
CUST04818,0.2832611534061954,Low Risk,0,3,94.24,5,One year,Bank transfer (automatic)
CUST05833,0.2832518116309687,Low Risk,0,21,94.24,3,One year,Credit card (automatic)
CUST03460,0.28324041385610516,Low Risk,0,37,94.24,2,One year,Bank transfer (automatic)
CUST03325,0.28317597833972763,Low Risk,0,49,94.24,5,Two year,Mailed check
CUST06575,0.28316106765994203,Low Risk,0,35,94.24,1,One year,Credit card (automatic)
CUST02606,0.28316106765994203,Low Risk,0,35,94.24,1,One year,Bank transfer (automatic)
CUST07022,0.28315748169403143,Low Risk,0,19,94.24,4,One year,Bank transfer (automatic)
CUST02490,0.28313709506477003,Low Risk,0,2,94.24,4,Two year,Bank transfer (automatic)
CUST02321,0.2831064253164647,Low Risk,0,48,94.24,3,One year,Mailed check
CUST01162,0.2830826087468184,Low Risk,0,2,94.24,5,One year,Bank transfer (automatic)
CUST02587,0.283074341146101,Low Risk,0,46,94.24,2,One year,Credit card (automatic)
CUST01892,0.283074341146101,Low Risk,1,46,94.24,2,One year,Bank transfer (automatic)
CUST06570,0.28305351289441877,Low Risk,0,33,94.24,1,One year,Credit card (automatic)
CUST05494,0.28304924069316917,Low Risk,0,34,94.24,2,One year,Credit card (automatic)
CUST00363,0.2830368826312782,Low Risk,0,47,94.24,1,One year,Electronic check
CUST05673,0.2830368826312782,Low Risk,1,47,94.24,1,Two year,Electronic check
CUST03790,0.2830071249682508,Low Risk,0,25,94.24,1,Two year,Credit card (automatic)
CUST04341,0.28299903631114776,Low Risk,0,33,94.24,2,Two year,Credit card (automatic)
CUST00190,0.2829750343824393,Low Risk,0,20,94.24,3,One year,Bank transfer (automatic)
CUST03780,0.2829566109142613,Low Risk,1,32,94.24,2,Two year,Credit card (automatic)
CUST04010,0.2829445660746953,Low Risk,0,33,94.24,3,One year,Bank transfer (automatic)
CUST02521,0.28294354079842565,Low Risk,0,0,94.24,1,One year,Credit card (automatic)
CUST05319,0.2829279396865099,Low Risk,1,47,94.24,3,Two year,Mailed check
CUST05457,0.28292269111342316,Low Risk,0,31,94.24,2,Two year,Credit card (automatic)
CUST04334,0.28289025437988785,Low Risk,0,27,94.24,2,Two year,Credit card (automatic)
CUST01980,0.28288868557326047,Low Risk,0,35,94.24,6,One year,Credit card (automatic)
CUST00683,0.28288074321292733,Low Risk,0,28,94.24,2,One year,Bank transfer (automatic)
CUST06003,0.2828584235458632,Low Risk,0,46,94.24,1,Two year,Electronic check
CUST02979,0.2828464776606729,Low Risk,0,43,94.24,1,One year,Credit card (automatic)
CUST00930,0.2828346196083966,Low Risk,0,0,94.24,3,One year,Bank transfer (automatic)
CUST03459,0.2827892783412305,Low Risk,0,25,94.24,5,One year,Credit card (automatic)
CUST05213,0.2827813456132659,Low Risk,0,27,94.24,4,One year,Credit card (automatic)
CUST00759,0.2827801685370454,Low Risk,0,0,94.24,4,Two year,Credit card (automatic)
CUST02466,0.28277183666409716,Low Risk,0,28,94.24,4,One year,Credit card (automatic)
CUST04626,0.2827375791026096,Low Risk,0,43,94.24,3,One year,Bank transfer (automatic)
CUST05634,0.2827375791026096,Low Risk,0,43,94.24,3,Two year,Bank transfer (automatic)
CUST05191,0.2827328505932765,Low Risk,0,41,94.24,0,Two year,Credit card (automatic)
CUST06179,0.282719012286094,Low Risk,0,44,94.24,5,One year,Bank transfer (automatic)
CUST05002,0.28269508105552144,Low Risk,0,46,94.24,4,One year,Electronic check
CUST01847,0.28269508105552144,Low Risk,0,46,94.24,4,Two year,Mailed check
CUST05462,0.2826621616469252,Low Risk,0,72,94.24,4,One year,Mailed check
CUST06637,0.2826406462607542,Low Risk,0,46,94.24,5,One year,Mailed check
CUST01282,0.2826406462607542,Low Risk,0,46,94.24,5,One year,Electronic check
CUST02964,0.28262397854219784,Low Risk,0,41,94.24,2,One year,Bank transfer (automatic)
CUST02838,0.28256955204525913,Low Risk,0,41,94.24,3,One year,Credit card (automatic)
CUST05491,0.282550085578479,Low Risk,0,8,94.24,5,Two year,Mailed check
CUST00536,0.28249246121033983,Low Risk,0,40,94.24,3,One year,Credit card (automatic)
CUST04634,0.2824723340077317,Low Risk,0,23,94.24,3,Two year,Bank transfer (automatic)
CUST03932,0.2824723340077317,Low Risk,1,23,94.24,3,One year,Credit card (automatic)
CUST03536,0.28246071811282725,Low Risk,0,41,94.24,5,One year,Bank transfer (automatic)
CUST01522,0.2824472976543747,Low Risk,1,44,94.24,2,One year,Mailed check
CUST00993,0.2824472976543747,Low Risk,0,44,94.24,2,Two year,Electronic check
CUST01499,0.2824020033514675,Low Risk,0,37,94.24,1,One year,Credit card (automatic)
CUST05604,0.28236019161600034,Low Risk,0,24,94.24,3,One year,Bank transfer (automatic)
CUST04560,0.2823247985830688,Low Risk,1,25,94.24,2,Two year,Bank transfer (automatic)
CUST06706,0.2823247985830688,Low Risk,0,25,94.24,2,Two year,Credit card (automatic)
CUST05166,0.2822932833394103,Low Risk,0,36,94.24,2,One year,Bank transfer (automatic)
CUST00184,0.2822840991257191,Low Risk,1,44,94.24,5,One year,Mailed check
CUST03391,0.28222461744387817,Low Risk,0,4,94.24,3,Month-to-month,Electronic check
CUST01556,0.28221467891899327,Low Risk,0,43,94.24,3,Two year,Mailed check
CUST05814,0.2822058977406129,Low Risk,0,34,94.24,2,Two year,Credit card (automatic)
CUST03458,0.282202671919637,Low Risk,0,27,94.24,2,Two year,Bank transfer (automatic)
CUST02292,0.2821785361568904,Low Risk,0,69,94.24,4,Two year,Electronic check
CUST06701,0.28217023760373816,Low Risk,1,4,94.24,4,Month-to-month,Mailed check
CUST00030,0.28216030024104904,Low Risk,0,43,94.24,4,One year,Electronic check
CUST03721,0.28216030024104904,Low Risk,0,43,94.24,4,One year,Electronic check
CUST06476,0.2821482946458436,Low Risk,0,27,94.24,3,Two year,Credit card (automatic)
CUST03324,0.2821461094190696,Low Risk,0,26,94.24,4,One year,Bank transfer (automatic)
CUST00542,0.28213709412404875,Low Risk,0,35,94.24,4,Two year,Bank transfer (automatic)
CUST02247,0.2821197026766579,Low Risk,0,33,94.24,3,Two year,Bank transfer (automatic)
CUST03829,0.2820967551630449,Low Risk,0,32,94.24,3,One year,Credit card (automatic)
CUST04964,0.2820365343144263,Low Risk,0,42,94.24,3,One year,Mailed check
CUST05622,0.28202653462761534,Low Risk,0,30,94.24,4,Two year,Bank transfer (automatic)
CUST05528,0.28198494459823853,Low Risk,0,70,94.24,4,Month-to-month,Credit card (automatic)
CUST01822,0.2819721779609787,Low Risk,0,30,94.24,5,Two year,Credit card (automatic)
CUST02060,0.28196491693186904,Low Risk,0,9,94.24,1,One year,Mailed check
CUST02662,0.28191280135579444,Low Risk,1,41,94.24,2,Two year,Mailed check
CUST01869,0.281861225387278,Low Risk,0,69,94.24,3,Month-to-month,Bank transfer (automatic)
CUST03867,0.28178910137507934,Low Risk,0,40,94.24,1,One year,Mailed check
CUST04701,0.28168045001794023,Low Risk,0,40,94.24,3,One year,Mailed check
CUST04152,0.2814509800588532,Low Risk,0,67,94.24,4,Month-to-month,Credit card (automatic)
CUST05511,0.28144821512509544,Low Risk,1,39,94.24,4,Two year,Electronic check
CUST01880,0.28139320365147813,Low Risk,0,71,94.24,3,Two year,Electronic check
CUST01593,0.28132740333021905,Low Risk,0,66,94.24,3,Month-to-month,Bank transfer (automatic)
CUST00623,0.28132463913515876,Low Risk,1,38,94.24,3,Two year,Mailed check
CUST05529,0.281255362417487,Low Risk,1,37,94.24,1,Two year,Electronic check
CUST00640,0.2811468362974395,Low Risk,0,37,94.24,3,Two year,Electronic check
CUST01553,0.28107758623979373,Low Risk,0,36,94.24,1,Two year,Electronic check
CUST03943,0.28107758623979373,Low Risk,0,36,94.24,1,Two year,Mailed check
CUST04159,0.2810233408818059,Low Risk,1,36,94.24,2,One year,Mailed check
CUST02918,0.2810166752473212,Low Risk,0,62,94.24,5,One year,Mailed check
CUST01902,0.2809691019012339,Low Risk,0,36,94.24,3,Two year,Electronic check
CUST03363,0.280967815920382,Low Risk,0,3,94.24,2,Month-to-month,Electronic check
CUST00185,0.28091486929890735,Low Risk,0,36,94.24,4,One year,Electronic check
CUST06783,0.28091358346929984,Low Risk,0,3,94.24,3,Month-to-month,Mailed check
CUST05760,0.28086081203357655,Low Risk,0,8,94.24,1,Two year,Electronic check
CUST01082,0.28085935739731166,Low Risk,1,3,94.24,4,Month-to-month,Electronic check
CUST01504,0.28084565405530854,Low Risk,0,35,94.24,2,Two year,Electronic check
CUST03489,0.28079143597574746,Low Risk,1,35,94.24,3,Two year,Electronic check
CUST02365,0.28073722427714537,Low Risk,0,35,94.24,4,Two year,Mailed check
CUST05224,0.28073722427714537,Low Risk,0,35,94.24,4,One year,Mailed check
CUST01948,0.2807222392722848,Low Risk,0,34,94.24,1,One year,Electronic check
CUST03758,0.2805626721769837,Low Risk,0,10,94.24,1,One year,Mailed check
CUST01724,0.28050848741910905,Low Risk,0,10,94.24,2,One year,Mailed check
CUST01407,0.28049048590428965,Low Risk,0,33,94.24,2,Two year,Mailed check
CUST04507,0.28041747123863203,Low Risk,0,2,94.24,2,Month-to-month,Bank transfer (automatic)
CUST02783,0.28036716634940806,Low Risk,0,32,94.24,1,One year,Mailed check
CUST03653,0.28032797631146483,Low Risk,1,33,94.24,5,One year,Mailed check
CUST05302,0.28025884931452366,Low Risk,0,32,94.24,3,Two year,Mailed check
CUST06380,0.28025498747142225,Low Risk,0,2,94.24,5,Month-to-month,Bank transfer (automatic)
CUST06831,0.28015055783586806,Low Risk,0,32,94.24,5,One year,Mailed check
CUST05834,0.28013559194937787,Low Risk,0,31,94.24,2,One year,Mailed check
CUST03436,0.28011836216745845,Low Risk,0,62,94.24,1,Two year,Electronic check
CUST04592,0.2800544698652661,Low Risk,1,55,94.24,3,Two year,Electronic check
CUST03097,0.280012367703062,Low Risk,1,30,94.24,1,Two year,Electronic check
CUST06708,0.280012367703062,Low Risk,1,30,94.24,1,Two year,Electronic check
CUST04576,0.2799420279957333,Low Risk,0,10,94.24,3,One year,Electronic check
CUST03032,0.2798879164704953,Low Risk,1,10,94.24,4,One year,Electronic check
CUST02590,0.2798879164704953,Low Risk,0,10,94.24,4,One year,Electronic check
CUST03567,0.27975719725424103,Low Risk,0,53,94.24,3,Two year,Mailed check
CUST00311,0.27972687993392026,Low Risk,0,29,94.24,3,One year,Electronic check
CUST06178,0.2797254903677963,Low Risk,0,9,94.24,3,One year,Mailed check
CUST05497,0.27961838378548104,Low Risk,0,59,94.24,2,Two year,Mailed check
CUST01471,0.27956411633617,Low Risk,1,7,94.24,4,Month-to-month,Credit card (automatic)
CUST06144,0.27947180572285,Low Risk,1,58,94.24,2,One year,Electronic check
CUST04933,0.27942938034801296,Low Risk,0,55,94.24,2,Month-to-month,Bank transfer (automatic)
CUST06254,0.2794266275511144,Low Risk,0,27,94.24,2,Two year,Electronic check
CUST04446,0.2793725769974853,Low Risk,0,27,94.24,3,Two year,Electronic check
CUST04603,0.2793725769974853,Low Risk,0,27,94.24,3,Two year,Mailed check
CUST00712,0.2793200669003847,Low Risk,0,50,94.24,3,Two year,Electronic check
CUST04844,0.2792495581837666,Low Risk,0,26,94.24,2,Two year,Electronic check
CUST04854,0.2790874886792617,Low Risk,0,26,94.24,5,One year,Mailed check
CUST02024,0.2790714475059517,Low Risk,0,9,94.24,2,One year,Electronic check
CUST06673,0.2790352877692422,Low Risk,0,48,94.24,3,One year,Electronic check
CUST02900,0.27902465646744645,Low Risk,1,71,94.24,4,Two year,Mailed check
CUST05463,0.27902465646744645,Low Risk,0,71,94.24,4,Two year,Mailed check
CUST01327,0.27902465646744645,Low Risk,1,71,94.24,4,One year,Electronic check
CUST00698,0.27897154060671864,Low Risk,1,11,94.24,3,Two year,Electronic check
CUST00788,0.27896454680467714,Low Risk,1,25,94.24,4,Two year,Mailed check
CUST04418,0.2789308948357476,Low Risk,0,55,94.24,4,Two year,Electronic check
CUST00202,0.27889837531774797,Low Risk,0,52,94.24,2,Month-to-month,Bank transfer (automatic)
CUST03998,0.27887733758161215,Low Risk,1,70,94.24,4,Two year,Electronic check
CUST03749,0.27887733758161215,Low Risk,1,70,94.24,4,Two year,Mailed check
CUST00390,0.27885656167703915,Low Risk,1,25,94.24,6,Two year,Mailed check
CUST05659,0.278841638140074,Low Risk,0,24,94.24,3,Two year,Electronic check
CUST03914,0.278841638140074,Low Risk,0,24,94.24,3,One year,Mailed check
CUST04256,0.2787876569631743,Low Risk,0,24,94.24,4,One year,Mailed check
CUST00949,0.2787848861499095,Low Risk,1,69,94.24,3,Two year,Mailed check
CUST05689,0.2787693731603629,Low Risk,0,70,94.24,6,Two year,Electronic check
CUST01001,0.27873512105446374,Low Risk,0,54,94.24,5,One year,Electronic check
CUST03179,0.27869333550830666,Low Risk,0,68,94.24,2,One year,Electronic check
CUST03463,0.27869333550830666,Low Risk,0,68,94.24,2,One year,Mailed check
CUST04321,0.27867368850092433,Low Risk,1,45,94.24,2,Two year,Mailed check
CUST05743,0.27866479611378175,Low Risk,0,23,94.24,3,Two year,Mailed check
CUST04983,0.2786393719485244,Low Risk,0,68,94.24,3,One year,Electronic check
CUST06187,0.27861083594559655,Low Risk,0,23,94.24,4,One year,Electronic check
CUST00422,0.27858541480209337,Low Risk,1,68,94.24,4,One year,Electronic check
CUST01400,0.2785487712408086,Low Risk,0,67,94.24,2,One year,Electronic check
CUST00790,0.2785487712408086,Low Risk,0,67,94.24,2,One year,Mailed check
CUST01046,0.27854471594806823,Low Risk,0,50,94.24,2,Month-to-month,Credit card (automatic)
CUST03221,0.27854196849748447,Low Risk,0,22,94.24,2,Two year,Mailed check
CUST03058,0.2785165003621091,Low Risk,1,10,94.24,1,One year,Mailed check
CUST05298,0.27849482486542143,Low Risk,0,67,94.24,3,One year,Electronic check
CUST00217,0.2784591502555322,Low Risk,0,66,94.24,1,One year,Mailed check
CUST01850,0.2783873924071485,Low Risk,0,12,94.24,3,Two year,Electronic check
CUST00528,0.2783873924071485,Low Risk,0,12,94.24,3,One year,Mailed check
CUST03469,0.2783869513619315,Low Risk,0,67,94.24,5,One year,Electronic check
CUST04936,0.2783679895431273,Low Risk,0,49,94.24,2,Month-to-month,Credit card (automatic)
CUST01081,0.2783334652281607,Low Risk,0,12,94.24,4,One year,Mailed check
CUST03467,0.27831131861993214,Low Risk,0,21,94.24,3,One year,Electronic check
