customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST00602,Female,0,No,Yes,61,No,No phone service,No,Yes,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.24,8,No
CUST00603,Female,0,Yes,No,18,Yes,No,No,No,Yes,No internet service,Yes,No internet service,Yes,Two year,No,Electronic check,94.24,8,No
CUST00604,Male,0,No,Yes,29,No,No,DSL,No,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),94.24,,No
CUST00605,Male,0,Yes,Yes,15,Yes,No phone service,No,Yes,No internet service,No,No,No,No internet service,One year,No,Electronic check,94.24,5,No
CUST00606,Male,0,No,No,12,No,No phone service,No,No,No internet service,No,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),94.24,,No
CUST00607,Female,0,No,No,68,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No internet service,No,Month-to-month,No,Electronic check,94.24, ,No
CUST00608,Female,0,No,Yes,22,No,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,94.24,.,No
CUST00609,Female,0,No,No,61,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,No,Yes,One year,Yes,Electronic check,94.24,7,No
CUST00610,Male,1,No,No,30,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),94.24,7,No
CUST00611,Female,0,No,No,52,No,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),94.24,7,No
CUST00612,Female,0,No,Yes,16,No,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,94.24, ,No
CUST00613,Female,0,No,No,48,No,No phone service,No,Yes,No internet service,No,No internet service,No,No internet service,Two year,Yes,Electronic check,94.24,7,No
CUST00614,Female,0,Yes,Yes,48,No,Yes,Fiber optic,No,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,94.24,4,No
CUST00615,Male,0,Yes,No,66,Yes,No,DSL,No internet service,No,No internet service,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),94.24,5,No
CUST00616,Male,1,Yes,Yes,25,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,94.24,7,Yes
CUST00617,Female,0,No,Yes,12,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,94.24,8,No
CUST00618,Male,0,No,Yes,37,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),94.24,4,No
CUST00619,Male,0,No,No,21,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),94.24,7,Yes
CUST00620,Female,0,Yes,No,28,Yes,No phone service,No,Yes,Yes,Yes,No internet service,No internet service,No,One year,Yes,Electronic check,94.24,.,No
CUST00621,Female,1,Yes,No,44,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,94.24,4,Yes
CUST00622,Male,0,Yes,Yes,45,Yes,No phone service,DSL,No,Yes,No,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),94.24, ,No
CUST00623,Female,0,Yes,No,38,No,Yes,No,No,No,Yes,No internet service,Yes,No internet service,Two year,No,Mailed check,94.24,,Yes
CUST00624,Male,0,Yes,No,68,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),94.24,7,No
CUST00625,Female,1,No,Yes,67,No,No,No,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,94.24,7,No
CUST00626,Male,0,Yes,No,38,No,Yes,DSL,Yes,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,94.24,4,No
CUST00627,Female,0,No,Yes,19,No,No,DSL,Yes,Yes,No internet service,No,No,Yes,Two year,No,Credit card (automatic),94.24,.,No
CUST00628,Male,0,No,No,67,No,Yes,No,No internet service,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,94.24,4,No
CUST00629,Male,1,No,Yes,34,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),94.24,.,Yes
CUST00630,Male,0,Yes,Yes,7,No,No,DSL,No,No internet service,No internet service,No,Yes,No,Month-to-month,No,Bank transfer (automatic),94.24,8,No
CUST00631,Female,0,Yes,No,51,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,94.24,8,No
CUST00632,Male,0,No,Yes,39,Yes,No,DSL,Yes,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,No,Mailed check,94.24, ,No
CUST00633,Male,0,Yes,No,35,No,No,No,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,94.24,.,No
CUST00634,Female,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),94.24,5,No
CUST00635,Female,0,No,No,69,Yes,No,No,No,No,No internet service,No,No,No,Two year,Yes,Credit card (automatic),94.24,7,Yes
CUST00636,Male,1,No,No,72,No,No phone service,No,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),94.24, ,No
CUST00637,Male,0,No,Yes,15,No,Yes,Fiber optic,Yes,No,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),94.24,.,No
CUST00638,Female,1,No,Yes,45,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Mailed check,94.24,4,No
CUST00639,Female,0,No,Yes,58,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,94.24, ,No
CUST00640,Female,0,Yes,No,37,Yes,Yes,No,No internet service,No,No internet service,No internet service,Yes,No internet service,Two year,No,Electronic check,94.24,,No
CUST00641,Female,0,No,No,17,Yes,Yes,No,No internet service,Yes,No,No internet service,Yes,No,Month-to-month,No,Mailed check,94.24,5,No
CUST00642,Female,0,Yes,Yes,11,No,Yes,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),94.24,4,No
CUST00643,Male,1,Yes,Yes,53,No,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,94.24,8,No
CUST00644,Female,0,No,No,46,No,No,DSL,No internet service,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,94.24, ,No
CUST00645,Male,0,No,No,0,No,Yes,Fiber optic,Yes,Yes,No,No,No internet service,No,Two year,No,Electronic check,94.24,5,Yes
CUST00646,Male,0,Yes,No,14,Yes,Yes,DSL,No,No,No internet service,No internet service,No internet service,No,Two year,Yes,Electronic check,94.24,4,No
CUST00647,Male,0,No,Yes,20,No,No phone service,No,No internet service,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.24,,Yes
CUST00648,Female,0,Yes,No,0,Yes,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,94.24,,No
CUST00649,Male,0,No,Yes,66,Yes,Yes,Fiber optic,Yes,No,No,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),94.24,8,No
CUST00650,Male,1,No,No,11,No,No,Fiber optic,No,Yes,No,No internet service,No internet service,Yes,Two year,Yes,Mailed check,94.24,8,No
CUST00651,Female,0,Yes,Yes,27,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,Two year,Yes,Mailed check,94.24,8,No
CUST00652,Male,0,Yes,No,38,Yes,No phone service,DSL,No,No internet service,No,No,Yes,Yes,Month-to-month,No,Mailed check,94.24, ,Yes
CUST00653,Male,0,No,Yes,36,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),94.24,4,No
CUST00654,Female,1,No,Yes,59,No,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,94.24,,No
CUST00655,Male,0,No,Yes,30,Yes,No,No,No,Yes,No,No internet service,No,No,Month-to-month,Yes,Electronic check,94.24,.,No
CUST00656,Male,0,Yes,No,57,Yes,No phone service,DSL,Yes,No internet service,No internet service,No,No,No internet service,Two year,Yes,Bank transfer (automatic),94.24, ,No
CUST00657,Male,0,No,Yes,10,Yes,No phone service,No,No,No,No,No,Yes,No internet service,Two year,No,Credit card (automatic),94.24, ,No
CUST00658,Female,0,No,Yes,28,Yes,No phone service,DSL,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),94.24,4,No
CUST00659,Female,0,No,No,12,No,No phone service,No,No internet service,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),94.24,.,No
CUST00660,Female,1,No,Yes,50,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),94.24,7,Yes
CUST00661,Male,0,Yes,Yes,53,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,94.24,7,No
CUST00662,Male,0,Yes,No,18,Yes,Yes,No,No internet service,No internet service,No,Yes,Yes,No,Month-to-month,No,Electronic check,94.24,8,No
CUST00663,Female,0,Yes,Yes,57,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),94.24, ,Yes
CUST00664,Male,0,No,No,35,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,94.24,8,Yes
CUST00665,Male,0,No,Yes,27,No,Yes,No,No,No,Yes,No,No,No internet service,One year,No,Credit card (automatic),94.24,5,No
CUST00666,Female,0,No,No,67,Yes,No phone service,No,Yes,No,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,94.24,,No
CUST00667,Female,0,Yes,Yes,2,Yes,No,DSL,No internet service,No internet service,No,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,94.24,.,No
CUST00668,Male,0,Yes,Yes,40,No,No,No,No,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),94.24,5,No
CUST00669,Male,0,Yes,Yes,34,Yes,Yes,No,Yes,Yes,No internet service,No internet service,No,No internet service,One year,Yes,Credit card (automatic),94.24,5,No
CUST00670,Male,0,Yes,No,49,No,No,Fiber optic,Yes,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,94.24,8,Yes
CUST00671,Female,1,No,Yes,29,Yes,No,No,Yes,Yes,No,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),94.24,,No
CUST00672,Female,0,Yes,Yes,71,Yes,No,No,No internet service,No,Yes,No internet service,No internet service,No,One year,Yes,Mailed check,94.24,7,Yes
CUST00673,Female,0,Yes,No,69,Yes,Yes,No,Yes,No,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),94.24,4,No
CUST00674,Female,0,No,No,53,Yes,No,Fiber optic,No,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,94.24,7,No
CUST00675,Male,0,Yes,No,70,No,Yes,Fiber optic,No,No,No,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),94.24,5,Yes
CUST00676,Female,0,No,Yes,50,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),94.24,7,No
CUST00677,Female,0,No,Yes,27,No,No phone service,Fiber optic,No internet service,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,94.24,.,Yes
CUST00678,Female,0,No,Yes,63,Yes,Yes,DSL,Yes,No internet service,No,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),94.24,7,No
CUST00679,Female,0,No,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),94.24,.,No
CUST00680,Female,0,No,No,26,No,No,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No,Two year,No,Bank transfer (automatic),94.24,7,No
CUST00681,Male,0,Yes,Yes,26,No,No phone service,DSL,Yes,Yes,No internet service,Yes,No,Yes,One year,Yes,Mailed check,94.24,7,No
CUST00682,Male,0,Yes,Yes,49,Yes,No,DSL,No,No internet service,No,Yes,Yes,No,One year,No,Bank transfer (automatic),94.24, ,Yes
CUST00683,Female,0,No,No,28,No,No phone service,DSL,No internet service,No internet service,Yes,No,No internet service,Yes,One year,No,Bank transfer (automatic),94.24,7,No
CUST00684,Male,0,Yes,No,38,Yes,No,No,No,Yes,Yes,No,No,Yes,One year,No,Mailed check,94.24,4,No
CUST00685,Female,0,No,No,56,No,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),94.24,5,No
CUST00686,Female,0,Yes,Yes,36,Yes,No phone service,No,No internet service,No,No,No internet service,Yes,No,Two year,Yes,Electronic check,94.24,4,No
CUST00687,Male,0,Yes,No,63,Yes,No,DSL,Yes,No,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,94.24,7,No
CUST00688,Male,0,Yes,No,47,No,No phone service,DSL,Yes,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.24,8,No
CUST00689,Female,1,Yes,No,21,No,Yes,DSL,No internet service,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),94.24,7,No
CUST00690,Female,0,Yes,No,29,Yes,No,DSL,No,Yes,Yes,No internet service,No internet service,No,Two year,No,Electronic check,94.24,8,No
CUST00691,Female,0,Yes,Yes,27,Yes,No phone service,No,No internet service,Yes,Yes,Yes,No,No internet service,One year,No,Mailed check,94.24,5,No
CUST00692,Male,0,Yes,No,22,No,No phone service,DSL,No,No,No,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),94.24,8,Yes
CUST00693,Female,0,No,Yes,3,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),94.24,7,Yes
CUST00694,Female,1,No,Yes,2,No,No phone service,Fiber optic,Yes,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),94.24,.,No
CUST00695,Female,0,No,No,60,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),94.24,5,No
CUST00696,Male,0,Yes,No,3,No,No,No,No internet service,Yes,No internet service,No,No,No,One year,No,Credit card (automatic),94.24,7,No
CUST00697,Female,0,Yes,Yes,64,Yes,Yes,DSL,No,Yes,No internet service,Yes,Yes,No internet service,One year,No,Electronic check,94.24,8,No
CUST00698,Female,0,No,No,11,Yes,Yes,No,No,No internet service,Yes,No internet service,No internet service,No internet service,Two year,No,Electronic check,94.24,7,Yes
CUST00699,Male,0,No,Yes,12,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No,No,Month-to-month,No,Credit card (automatic),94.24,,No
CUST00700,Female,0,Yes,No,33,Yes,No,DSL,No internet service,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,94.24,5,No
CUST00701,Female,1,No,Yes,58,Yes,No,No,No internet service,Yes,No,No,No internet service,No,Month-to-month,Yes,Electronic check,94.24,8,No
CUST00702,Male,0,No,Yes,72,Yes,No phone service,DSL,No,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Electronic check,94.24,8,No
CUST00703,Female,0,No,Yes,30,Yes,Yes,DSL,Yes,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),94.24,.,No
CUST00704,Male,1,No,No,70,No,Yes,No,No,No,No,No internet service,No,Yes,Month-to-month,No,Mailed check,94.24,,No
CUST00705,Male,0,Yes,Yes,12,No,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No,No internet service,Month-to-month,No,Mailed check,94.24,5,No
CUST00706,Female,1,No,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Electronic check,94.24,4,No
CUST00707,Female,1,No,No,1,No,Yes,No,No,Yes,No internet service,Yes,No internet service,No,Month-to-month,Yes,Mailed check,94.24,8,No
CUST00708,Female,0,No,No,32,No,Yes,Fiber optic,No,No,No,Yes,No internet service,No,Two year,No,Electronic check,94.24,8,No
CUST00709,Female,0,No,Yes,49,Yes,No phone service,No,No internet service,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.24,4,No
CUST00710,Male,0,Yes,Yes,6,No,Yes,DSL,No internet service,No,No internet service,No,No,Yes,Two year,No,Mailed check,94.24,7,No
CUST00711,Female,1,No,No,17,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,No,One year,No,Bank transfer (automatic),94.24,7,No
CUST00712,Male,0,No,Yes,50,No,Yes,No,No,No internet service,No internet service,No,Yes,Yes,Two year,Yes,Electronic check,94.24,4,No
CUST00713,Female,0,No,No,7,No,No,DSL,No,Yes,No internet service,No internet service,No internet service,No,One year,No,Mailed check,94.24,8,No
CUST00714,Female,1,No,No,54,No,Yes,Fiber optic,Yes,Yes,No internet service,No,No internet service,Yes,Two year,Yes,Mailed check,94.24,.,No
CUST00715,Female,1,No,No,42,Yes,No,No,No internet service,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),94.24,8,No
CUST00716,Male,0,Yes,Yes,58,No,Yes,Fiber optic,No internet service,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,94.24,8,No
CUST00717,Female,0,No,No,29,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,94.24,7,No
CUST00718,Female,1,No,Yes,58,Yes,No,DSL,No,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),94.24,7,Yes
CUST00719,Female,0,Yes,Yes,8,No,Yes,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Electronic check,94.24, ,No
CUST00720,Female,1,No,No,67,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,Yes,No internet service,One year,No,Credit card (automatic),94.24,7,No
CUST00721,Male,0,Yes,No,38,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Mailed check,94.24,,Yes
CUST00722,Female,0,No,No,10,No,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,No,Mailed check,94.24,,No
CUST00723,Male,0,Yes,No,1,Yes,No phone service,Fiber optic,No internet service,No,No,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),94.24,,No
CUST00724,Male,0,Yes,Yes,22,No,No phone service,No,No internet service,Yes,No,Yes,No internet service,Yes,Month-to-month,No,Mailed check,94.24, ,Yes
CUST00725,Male,0,No,Yes,62,No,No phone service,No,Yes,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Mailed check,94.24,8,No
CUST00726,Male,0,Yes,No,21,Yes,No phone service,Fiber optic,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,94.24,5,No
CUST00727,Male,0,No,Yes,60,No,No phone service,DSL,No internet service,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,94.24,,No
CUST00728,Male,0,Yes,No,25,No,Yes,DSL,No internet service,Yes,Yes,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,94.24,7,No
CUST00729,Female,0,Yes,Yes,11,Yes,No,Fiber optic,No internet service,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.24,,No
CUST00730,Male,0,No,Yes,31,Yes,No,Fiber optic,No internet service,No,No,No,Yes,Yes,Two year,Yes,Electronic check,94.24,8,No
CUST00731,Male,0,Yes,Yes,8,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No,No,One year,No,Mailed check,94.24,5,Yes
CUST00732,Male,0,No,No,68,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,94.24,7,No
CUST00733,Female,0,Yes,Yes,70,No,Yes,No,No internet service,No,No,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),94.24,8,No
CUST00734,Female,0,Yes,Yes,32,No,No phone service,No,No internet service,No internet service,No,No internet service,No internet service,Yes,Two year,No,Mailed check,94.24,8,No
CUST00735,Male,0,No,Yes,23,No,No phone service,DSL,Yes,Yes,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),94.24, ,No
CUST00736,Female,0,No,Yes,68,No,No,No,Yes,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.24,8,Yes
CUST00737,Male,1,Yes,No,37,No,Yes,Fiber optic,No,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.24, ,No
CUST00738,Male,1,No,Yes,10,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),94.24,8,Yes
CUST00739,Female,0,No,No,31,No,No,DSL,No,Yes,No,No,No internet service,No,One year,No,Credit card (automatic),94.24,.,No
CUST00740,Male,1,Yes,No,63,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),94.24,8,No
CUST00741,Female,0,Yes,Yes,71,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),94.24,5,Yes
CUST00742,Female,0,No,Yes,19,No,No,Fiber optic,Yes,No internet service,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),94.24,5,Yes
CUST00743,Male,0,Yes,No,33,Yes,No phone service,DSL,No,Yes,Yes,No,No,No internet service,Month-to-month,No,Mailed check,94.24,,No
CUST00744,Male,0,No,No,41,Yes,No phone service,DSL,No,No internet service,No,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),94.24,,No
CUST00745,Female,0,No,No,7,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No internet service,One year,No,Mailed check,94.24,.,No
CUST00746,Male,0,No,Yes,65,No,No,Fiber optic,No,Yes,No internet service,Yes,Yes,Yes,Month-to-month,No,Electronic check,94.24,8,No
CUST00747,Male,0,No,Yes,20,No,No,No,No internet service,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),94.24,8,No
CUST00748,Male,0,No,No,69,No,No,No,No,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,94.24,8,No
CUST00749,Female,0,No,No,4,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,94.24,.,No
CUST00750,Female,0,Yes,No,66,No,No,DSL,No,Yes,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,94.24,7,No
CUST00751,Male,0,No,Yes,42,Yes,No phone service,No,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,94.24,,No
CUST00752,Female,0,Yes,Yes,15,No,No,No,Yes,No internet service,Yes,Yes,No internet service,Yes,One year,No,Mailed check,94.24,5,No
CUST00753,Female,0,No,No,72,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No,No,One year,No,Credit card (automatic),94.24,,No
CUST00754,Female,0,Yes,Yes,34,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,94.24,.,Yes
CUST00755,Female,1,Yes,No,42,No,No,DSL,No internet service,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,94.24,4,No
CUST00756,Female,0,Yes,Yes,38,No,No,Fiber optic,No internet service,Yes,No internet service,Yes,No,Yes,One year,No,Electronic check,94.24,.,No
CUST00757,Male,0,No,No,9,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,No internet service,Month-to-month,No,Electronic check,94.24,7,No
CUST00758,Male,0,Yes,Yes,19,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),94.24,7,No
CUST00759,Male,0,Yes,Yes,0,Yes,Yes,DSL,No internet service,No internet service,Yes,No,Yes,No internet service,Two year,No,Credit card (automatic),94.24, ,No
CUST00760,Female,0,No,Yes,5,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,No internet service,No,Month-to-month,No,Credit card (automatic),94.24, ,No
CUST00761,Female,0,Yes,Yes,52,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),94.24,7,No
CUST00762,Male,0,Yes,Yes,45,No,No phone service,Fiber optic,No,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),94.24,5,No
CUST00763,Female,0,No,Yes,65,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No internet service,No internet service,One year,Yes,Electronic check,94.24,7,No
CUST00764,Male,0,Yes,Yes,37,No,No,DSL,No,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,94.24,4,No
CUST00765,Male,0,Yes,No,32,No,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.24,,No
CUST00766,Male,0,No,No,66,No,No,No,No internet service,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),94.24,5,No
CUST00767,Female,0,Yes,No,34,No,No,DSL,No internet service,No,No,No,Yes,No,Two year,Yes,Mailed check,94.24,7,Yes
CUST00768,Female,0,Yes,Yes,44,No,No phone service,Fiber optic,No,No internet service,No,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),94.24,8,No
CUST00769,Male,0,Yes,Yes,21,Yes,No,DSL,No internet service,Yes,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),94.24, ,Yes
CUST00770,Male,0,Yes,Yes,67,No,No,DSL,Yes,No internet service,Yes,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),94.24, ,No
CUST00771,Male,0,No,No,16,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,94.24,4,Yes
CUST00772,Male,0,No,No,4,No,Yes,No,No internet service,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,94.24, ,No
CUST00773,Female,0,No,No,56,Yes,Yes,DSL,No,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),94.24,5,No
CUST00774,Female,1,No,No,39,No,Yes,No,No internet service,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,94.24,8,Yes
CUST00775,Male,0,Yes,No,29,Yes,Yes,No,Yes,No internet service,Yes,Yes,No,Yes,One year,No,Mailed check,94.24,5,No
CUST00776,Male,1,No,No,41,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),94.24,7,No
CUST00777,Female,0,No,Yes,6,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),94.24,,Yes
CUST00778,Female,0,Yes,No,70,No,No phone service,DSL,Yes,No internet service,No,No,Yes,Yes,Two year,No,Electronic check,94.24,4,No
CUST00779,Male,0,Yes,Yes,18,Yes,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,94.24,4,No
CUST00780,Male,0,Yes,No,40,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,94.24,7,No
CUST00781,Male,0,No,No,33,No,No,DSL,No internet service,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,94.24,8,Yes
